Entry	Entry Name	EC number	SUPFAM	Protein existence	Protein names	Gene Names	Organism	PDB	AlphaFoldDB	Date of last modification	Entry version	Taxonomic lineage	Super Kingdom	Is EC Complete
P17694	NDUS2_BOVIN	('7.1.1.2',)	('SSF56762',)	Evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	NDUFS2	Bos taurus (Bovine)	('5LC5', '5LDW', '5LDX', '5O31', '7DGQ', '7DGR', '7DGS', '7DGZ', '7DH0', '7DKF', '7QSD', '7QSK', '7QSL', '7QSM', '7QSN', '7QSO', '7R41', '7R42', '7R43', '7R44', '7R45', '7R46', '7R47', '7R48', '7R4C', '7R4D', '7R4F', '7R4G', '8Q0A', '8Q0F', '8Q0J', '8Q0M', '8Q0O', '8Q0Q', '8Q1P', '8Q1U', '8Q1Y', '8Q25', '8Q45', '8Q46', '8Q47', '8Q48', '8Q49', '8Q4A')	P17694;	2025-06-18	175	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Artiodactyla (order), Ruminantia (suborder), Pecora (infraorder), Bovidae (family), Bovinae (subfamily), Bos (genus)	Eukaryota	True
P19404	NDUV2_HUMAN	('7.1.1.2',)	('SSF52833',)	Evidence at protein level	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (NDUFV2) (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)	NDUFV2	Homo sapiens (Human)	('5XTB', '5XTD', '5XTH', '5XTI')	P19404;	2025-06-18	241	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	Eukaryota	True
P26465	FLII_SALTY	('7.1.2.2',)	('SSF52540',)	Evidence at protein level	Flagellum-specific ATP synthase (EC 7.1.2.2)	fliI fla AIII flaC STM1972	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	('2DPY', '5B0O', '5KP0')	P26465;	2025-06-18	168	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Salmonella (genus), Salmonella enterica (species), Salmonella enterica I (subspecies), Salmonella typhimurium (no rank)	Bacteria	True
P37313	DPPF_ECOLI	('7.4.2.9',)	('SSF52540',)	Evidence at protein level	Dipeptide transport ATP-binding protein DppF (EC 7.4.2.9)	dppF dppE b3540 JW3509	Escherichia coli (strain K12)	('8Z1V', '8Z1W', '8Z1X', '8Z1Y')	P37313;	2025-06-18	179	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Escherichia (genus), Escherichia coli (species)	Bacteria	True
P37774	TCYN_ECOLI	('7.4.2.12',)	('SSF52540',)	Evidence at protein level	L-cystine transport system ATP-binding protein TcyN (EC 7.4.2.12)	tcyN yecC b1917 JW1902	Escherichia coli (strain K12)	()	P37774;	2025-06-18	179	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Escherichia (genus), Escherichia coli (species)	Bacteria	True
P40290	SCTN_YEREN	('7.4.2.8',)	('SSF52540',)	Evidence at protein level	Type 3 secretion system ATPase (T3SS ATPase) (EC 7.4.2.8) (Type III secretion ATPase) (Yop proteins secretion ATPase) (Ysc ATPase)	sctN yscN	Yersinia enterocolitica	()	P40290;	2025-06-18	136	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Yersiniaceae (family), Yersinia (genus)	Bacteria	True
P41233	ABCA1_MOUSE	('7.6.2.1',)	('SSF52540',)	Evidence at protein level	Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1)	Abca1 Abc1	Mus musculus (Mouse)	()	P41233;	2025-06-18	216	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Muridae (family), Murinae (subfamily), Mus (genus), Mus (subgenus)	Eukaryota	True
P42026	NDUS7_BOVIN	('7.1.1.2',)	('SSF56770',)	Evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)	NDUFS7	Bos taurus (Bovine)	('5LC5', '5LDW', '5LDX', '5LNK', '5O31', '7DGQ', '7DGR', '7DGS', '7DGZ', '7DH0', '7DKF', '7QSD', '7QSK', '7QSL', '7QSM', '7QSN', '7QSO', '7R41', '7R42', '7R43', '7R44', '7R45', '7R46', '7R47', '7R48', '7R4C', '7R4D', '7R4F', '7R4G', '8Q0A', '8Q0F', '8Q0J', '8Q0M', '8Q0O', '8Q0Q', '8Q1P', '8Q1U', '8Q1Y', '8Q25', '8Q45', '8Q46', '8Q47', '8Q48', '8Q49', '8Q4A')	P42026;	2025-06-18	160	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Artiodactyla (order), Ruminantia (suborder), Pecora (infraorder), Bovidae (family), Bovinae (subfamily), Bos (genus)	Eukaryota	True
P42028	NDUS8_BOVIN	('7.1.1.2',)	('SSF54862',)	Evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	Bos taurus (Bovine)	('5LC5', '5LDW', '5LDX', '5LNK', '5O31', '7DGQ', '7DGR', '7DGS', '7DGZ', '7DH0', '7DKF', '7QSD', '7QSK', '7QSL', '7QSM', '7QSN', '7QSO', '7R41', '7R42', '7R43', '7R44', '7R45', '7R46', '7R47', '7R48', '7R4C', '7R4D', '7R4F', '7R4G', '8Q0A', '8Q0F', '8Q0J', '8Q0M', '8Q0O', '8Q0Q', '8Q1P', '8Q1U', '8Q1Y', '8Q25', '8Q45', '8Q46', '8Q47', '8Q48', '8Q49', '8Q4A')	P42028;	2025-06-18	164	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Artiodactyla (order), Ruminantia (suborder), Pecora (infraorder), Bovidae (family), Bovinae (subfamily), Bos (genus)	Eukaryota	True
P74857	SCTN2_SALTY	('7.4.2.8',)	('SSF52540',)	Evidence at protein level	SPI-2 type 3 secretion system ATPase (T3SS-2 ATPase) (EC 7.4.2.8)	sctN2 ssaN STM1415	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	('4NPH',)	P74857;	2025-06-18	152	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Salmonella (genus), Salmonella enterica (species), Salmonella enterica I (subspecies), Salmonella typhimurium (no rank)	Bacteria	True
P78363	ABCA4_HUMAN	('7.6.2.1',)	('SSF52540',)	Evidence at protein level	Retinal-specific phospholipid-transporting ATPase ABCA4 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM proteinv) (RmP) (Retinal-specific ATP-binding cassette transporter) (Stargardt disease protein)	ABCA4 ABCR	Homo sapiens (Human)	('7E7I', '7E7O', '7E7Q', '7LKP', '7LKZ', '7M1P', '7M1Q', '8F5B')	P78363;	2025-06-18	226	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	Eukaryota	True
P80269	NDUS8_SOLTU	('7.1.1.2',)	('SSF54862',)	Evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-28.5kD) (CI-28.5kD) (NADH-ubiquinone oxidoreductase 28.5 kDa subunit)		Solanum tuberosum (Potato)	()	P80269;	2025-06-18	148	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), asterids (clade), lamiids (clade), Solanales (order), Solanaceae (family), Solanoideae (subfamily), Solaneae (tribe), Solanum (genus)	Eukaryota	True
P83794	UCRI_MASLA	('7.1.1.6',)	('SSF50022',)	Evidence at protein level	Cytochrome b6-f complex iron-sulfur subunit (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (ISP) (RISP) (Rieske iron-sulfur protein)	petC	Mastigocladus laminosus (Fischerella sp.)	('1VF5', '2D2C', '2E74', '2E75', '2E76', '4H0L', '4H13', '4I7Z', '4PV1')	P83794;	2025-06-18	119	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Nostocales (order), Hapalosiphonaceae (family), Mastigocladus (genus)	Bacteria	True
P98002	COX1B_PARDE	('7.1.1.9',)	('SSF81442',)	Evidence at protein level	Cytochrome c oxidase subunit 1-beta (EC 7.1.1.9) (Cytochrome aa3 subunit 1-beta) (Cytochrome c oxidase polypeptide I-beta)	ctaDII	Paracoccus denitrificans	('1AR1', '1QLE', '3EHB', '3HB3', '7ATE', '7ATN', '7AU3', '7AU6')	P98002;	2025-04-09	158	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Rhodobacterales (order), Paracoccaceae (family), Paracoccus (genus)	Bacteria	True
P9WQJ5	OPPD_MYCTU	('7.4.2.6',)	('SSF52540',)	Evidence at protein level	Oligopeptide transport ATP-binding protein OppD (EC 7.4.2.6)	oppD Rv1281c MTCY50.01	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	('8J5Q', '8J5R', '8J5S', '8J5T')	P9WQJ5;	2025-06-18	67	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium tuberculosis complex (no rank), Mycobacterium tuberculosis (species)	Bacteria	True
Q47910	CDA_MYROD	('7.2.2.10',)	('SSF53649',)	Evidence at protein level	Calcium-transporting ATPase (EC 7.2.2.10) (Ca(2+)-ATPase) (Calcium pump) (Calcium-dependent ATPase)	cda	Myroides odoratus (Flavobacterium odoratum)	()	Q47910;	2025-04-09	88	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Flavobacteriia (class), Flavobacteriales (order), Flavobacteriaceae (family), Myroides (genus)	Bacteria	True
Q4GZT4	ABCG2_BOVIN	('7.6.2.2',)	('SSF52540',)	Inferred from homology	Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Urate exporter) (CD antigen CD338)	ABCG2	Bos taurus (Bovine)	()	Q4GZT4;	2025-06-18	121	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Artiodactyla (order), Ruminantia (suborder), Pecora (infraorder), Bovidae (family), Bovinae (subfamily), Bos (genus)	Eukaryota	True
Q5MB13	ABCG2_MACMU	('7.6.2.2',)	('SSF52540',)	Evidence at transcript level	Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Urate exporter) (CD antigen CD338)	ABCG2	Macaca mulatta (Rhesus macaque)	()	Q5MB13;	2025-06-18	108	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Cercopithecoidea (superfamily), Cercopithecidae (family), Cercopithecinae (subfamily), Macaca (genus)	Eukaryota	True
Q641Y2	NDUS2_RAT	('7.1.1.2',)	('SSF56762',)	Evidence at protein level	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	Ndufs2	Rattus norvegicus (Rat)	()	Q641Y2;	2025-06-18	133	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Muridae (family), Murinae (subfamily), Rattus (genus)	Eukaryota	True
Q7TMS5	ABCG2_MOUSE	('7.6.2.2',)	('SSF52540',)	Evidence at protein level	Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Breast cancer resistance protein 1 homolog) (Urate exporter) (CD antigen CD338)	Abcg2 Abcp Bcrp1	Mus musculus (Mouse)	()	Q7TMS5;	2025-06-18	163	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Muridae (family), Murinae (subfamily), Mus (genus), Mus (subgenus)	Eukaryota	True
Q80W57	ABCG2_RAT	('7.6.2.2',)	('SSF52540',)	Evidence at protein level	Broad substrate specificity ATP-binding cassette transporter ABCG2 (EC 7.6.2.2) (ATP-binding cassette sub-family G member 2) (Breast cancer resistance protein 1 homolog) (Urate exporter) (CD antigen CD338)	Abcg2 Bcrp1	Rattus norvegicus (Rat)	()	Q80W57;	2025-06-18	157	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Muridae (family), Murinae (subfamily), Rattus (genus)	Eukaryota	True
Q86UK0	ABCAC_HUMAN	('7.6.2.1',)	('SSF52540',)	Evidence at protein level	Glucosylceramide transporter ABCA12 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 12) (ATP-binding cassette transporter 12) (ATP-binding cassette 12)	ABCA12 ABC12	Homo sapiens (Human)	()	Q86UK0;	2025-06-18	185	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	Eukaryota	True
Q8E8S0	CYMA_SHEON	('7.1.1.8',)	('SSF48695',)	Evidence at protein level	Tetraheme c-type cytochrome CymA (Tetraheme cytochrome CymA) (EC 7.1.1.8) (Cytochrome c-type protein CymA) (Quinol--cytochrome-c reductase)	cymA SO_4591	Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1)	()	Q8E8S0;	2025-04-09	120	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Alteromonadales (order), Shewanellaceae (family), Shewanella (genus), Shewanella oneidensis (species)	Bacteria	True
Q8IZY2	ABCA7_HUMAN	('7.6.2.1',)	('SSF52540',)	Evidence at protein level	Phospholipid-transporting ATPase ABCA7 (EC 7.6.2.1) (ABCA-SSN) (ATP-binding cassette sub-family A member 7) (Autoantigen SS-N) (Macrophage ABC transporter)	ABCA7	Homo sapiens (Human)	('8EDW', '8EE6', '8EEB', '8EOP', '8Y1O', '8Y1P')	Q8IZY2;	2025-06-18	171	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	Eukaryota	True
