Entry	Entry Name	EC number	SUPFAM	Protein existence	Protein names	Gene Names	Organism	PDB	AlphaFoldDB	Date of last modification	Entry version	Taxonomic lineage	Super Kingdom	Is EC Complete
P28650	PURA1_MOUSE	('6.3.4.4',)	('SSF52540',)	Evidence at protein level	Adenylosuccinate synthetase isozyme 1 (AMPSase 1) (AdSS 1) (EC 6.3.4.4) (Adenylosuccinate synthetase like 1) (Adenylosuccinate synthetase, basic isozyme) (Adenylosuccinate synthetase, muscle isozyme) (M-type adenylosuccinate synthetase) (IMP--aspartate ligase 1)	Adss1 Adssl1	Mus musculus (Mouse)	('1IWE', '1J4B', '1LNY', '1LON', '1LOO', '1MEZ', '1MF0', '1MF1', '2DGN')	P28650;	2025-06-18	197	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Muridae (family), Murinae (subfamily), Mus (genus), Mus (subgenus)	Eukaryota	True
P30520	PURA2_HUMAN	('6.3.4.4',)	('SSF52540',)	Evidence at protein level	Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)	ADSS2 ADSS	Homo sapiens (Human)	('2V40',)	P30520;	2025-06-18	225	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	Eukaryota	True
P30624	LCF1_YEAST	('6.2.1.3',)	('SSF56801',)	Evidence at protein level	Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Fatty acid activator 1) (Fatty acyl-CoA synthetase) (ACS) (FACS) (Long-chain acyl-CoA synthetase 1)	FAA1 YOR317W O6136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	()	P30624;	2025-06-18	199	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	Eukaryota	True
P31552	CAIC_ECOLI	('6.2.1.48',)	('SSF56801',)	Evidence at protein level	Crotonobetaine/carnitine--CoA ligase (EC 6.2.1.48) (Betaine:CoA ligase)	caiC yaaM b0037 JW0036	Escherichia coli (strain K12)	()	P31552;	2025-06-18	183	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Escherichia (genus), Escherichia coli (species)	Bacteria	True
P31663	PANC_ECOLI	('6.3.2.1',)	('SSF52374',)	Evidence at protein level	Pantothenate synthetase (PS) (EC 6.3.2.1) (Pantoate--beta-alanine ligase) (Pantoate-activating enzyme)	panC b0133 JW0129	Escherichia coli (strain K12)	('1IHO', '3GUZ')	P31663;	2025-06-18	183	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Escherichia (genus), Escherichia coli (species)	Bacteria	True
P32277	RLIG2_BPT4	('6.5.1.3',)	('SSF56091',)	Evidence at protein level	RNA ligase 2 (EC 6.5.1.3) (Rnl2)	Y10A 24.1	Enterobacteria phage T4 (Bacteriophage T4)	('1S68', '2HVQ', '2HVR', '2HVS')		2024-05-29	110	Viruses (no rank), Duplodnaviria (realm), Heunggongvirae (kingdom), Uroviricota (phylum), Caudoviricetes (class), Straboviridae (family), Tevenvirinae (subfamily), Tequatrovirus (genus)	Viruses	True
P36421	SYYC_YEAST	('6.1.1.1',)	('SSF52374',)	Evidence at protein level	Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	TYS1 MGM104 YGR185C G7522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	('2DLC',)	P36421;	2025-06-18	202	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	Eukaryota	True
P38137	FAT2_YEAST	('6.2.1.8',)	('SSF56801',)	Evidence at protein level	Oxalate--CoA ligase (EC 6.2.1.8) (Acyl-activating enzyme 3) (Oxalyl-CoA synthetase) (Peroxisomal-coenzyme A synthetase)	PCS60 AAE3 FAT2 YBR222C YBR1512	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	('8AFF', '8AFG', '8ATD')	P38137;	2025-06-18	188	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	Eukaryota	True
P39002	LCF3_YEAST	('6.2.1.3',)	('SSF56801',)	Evidence at protein level	Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Fatty acid activator 3) (Long-chain acyl-CoA synthetase 3)	FAA3 YIL009W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	()	P39002;	2025-06-18	195	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	Eukaryota	True
P39062	ACSA_BACSU	('6.2.1.1',)	('SSF56801',)	Evidence at protein level	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acsA BSU29680	Bacillus subtilis (strain 168)	()	P39062;	2025-06-18	138	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Bacillus (genus), Bacillus subtilis group (no rank), Bacillus subtilis (species), Bacillus subtilis subsp. subtilis (subspecies)	Bacteria	True
P39518	LCF2_YEAST	('6.2.1.3',)	('SSF56801',)	Evidence at protein level	Long-chain-fatty-acid--CoA ligase 2 (EC 6.2.1.3) (Fatty acid activator 2) (Long-chain acyl-CoA synthetase 2)	FAA2 FAM1 YER015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	()	P39518;	2025-06-18	190	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	Eukaryota	True
P39641	BACD_BACSU	('6.3.2.49',)	('SSF56059',)	Evidence at protein level	Alanine--anticapsin ligase (EC 6.3.2.49) (ATP-dependent dipeptide ligase) (Bacilysin synthetase) (L-Ala-L-amino acid dipeptide ligase) (L-alanine--L-anticapsin ligase) (L-amino acid ligase) (Lal)	bacD ywfE BSU37710 ipa-83d	Bacillus subtilis (strain 168)	('3VMM', '3WNZ', '3WO0', '3WO1')	P39641;	2025-06-18	143	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Bacillaceae (family), Bacillus (genus), Bacillus subtilis group (no rank), Bacillus subtilis (species), Bacillus subtilis subsp. subtilis (subspecies)	Bacteria	True
P40506	PPCS_YEAST	('6.3.2.5',)	('SSF102645',)	Evidence at protein level	Phosphopantothenate--cysteine ligase CAB2 (EC 6.3.2.5) (Coenzyme A biosynthesis protein 2) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)	CAB2 YIL083C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	('6AI8', '6AI9', '6AIK', '6AIM', '6AIP')	P40506;	2025-06-18	164	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	Eukaryota	True
P46309	GSH1_ARATH	('6.3.2.2',)	('SSF55931',)	Evidence at protein level	Glutamate--cysteine ligase, chloroplastic (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase) (Protein ROOT MERISTEMLESS 1) (AtGCL) (Protein cadmium-sensitive 2) (Protein phytoalexin-deficient 2)	GSH1 CAD2 GCL PAD2 RML1 At4g23100 F7H19.290	Arabidopsis thaliana (Mouse-ear cress)	()	P46309;	2025-06-18	168	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Eukaryota	True
P46664	PURA2_MOUSE	('6.3.4.4',)	('SSF52540',)	Evidence at protein level	Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)	Adss2 Adss	Mus musculus (Mouse)	()	P46664;	2025-06-18	188	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Muridae (family), Murinae (subfamily), Mus (genus), Mus (subgenus)	Eukaryota	True
P46850	RTCB_ECOLI	('6.5.1.8',)	('SSF103365',)	Evidence at protein level	RNA-splicing ligase RtcB (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)	rtcB yhgL b3421 JW3384	Escherichia coli (strain K12)	()	P46850;	2025-06-18	139	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Escherichia (genus), Escherichia coli (species)	Bacteria	True
P47912	LCF4_YEAST	('6.2.1.3',)	('SSF56801',)	Evidence at protein level	Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Fatty acid activator 4) (Fatty acyl-CoA synthetase) (FACS) (Long-chain acyl-CoA synthetase 4)	FAA4 YMR246W YM9408.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	()	P47912;	2025-06-18	195	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	Eukaryota	True
P48506	GSH1_HUMAN	('6.3.2.2',)	('SSF55931',)	Evidence at protein level	Glutamate--cysteine ligase catalytic subunit (EC 6.3.2.2) (GCS heavy chain) (Gamma-ECS) (Gamma-glutamylcysteine synthetase)	GCLC GLCL GLCLC	Homo sapiens (Human)	()	P48506;	2025-06-18	205	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	Eukaryota	True
P49914	MTHFS_HUMAN	('6.3.3.2',)	('SSF100950',)	Evidence at protein level	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2) (5,10-methenyl-tetrahydrofolate synthetase) (MTHFS) (Methenyl-THF synthetase)	MTHFS	Homo sapiens (Human)	('3HXT', '3HY3', '3HY4', '3HY6')	P49914;	2025-06-18	197	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Primates (order), Haplorrhini (suborder), Simiiformes (infraorder), Catarrhini (parvorder), Hominoidea (superfamily), Hominidae (family), Homininae (subfamily), Homo (genus)	Eukaryota	True
P52910	ACS2_YEAST	('6.2.1.1',)	('SSF56801',)	Evidence at protein level	Acetyl-coenzyme A synthetase 2 (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acyl-activating enzyme 2)	ACS2 YLR153C L9634.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	()	P52910;	2025-06-18	191	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	Eukaryota	True
P69451	LCFA_ECOLI	('6.2.1.3',)	('SSF56801',)	Evidence at protein level	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase) (Acyl-CoA synthetase)	fadD oldD b1805 JW1794	Escherichia coli (strain K12)	()	P69451;	2025-06-18	142	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Enterobacterales (order), Enterobacteriaceae (family), Escherichia (genus), Escherichia coli (species)	Bacteria	True
P75430	MTHFS_MYCPN	('6.3.3.2',)	('SSF100950',)	Evidence at protein level	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2) (5,10-methenyl-tetrahydrofolate synthetase) (MTHFS) (Methenyl-THF synthetase)	MPN_348 H91_orf164 MP488	Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) (Mycoplasmoides pneumoniae)	('1SBQ', '1U3F', '1U3G')	P75430;	2025-04-09	131	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Mycoplasmatota (phylum), Mycoplasmoidales (order), Mycoplasmoidaceae (family), Mycoplasmoides (genus), Mycoplasmoides pneumoniae (species)	Bacteria	True
P80210	PURA_YEAST	('6.3.4.4',)	('SSF52540',)	Evidence at protein level	Adenylosuccinate synthetase (AMPSase) (AS-synthetase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	ADE12 YNL220W N1290	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	()	P80210;	2025-06-18	202	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Saccharomycotina (subphylum), Saccharomycetes (class), Saccharomycetales (order), Saccharomycetaceae (family), Saccharomyces (genus), Saccharomyces cerevisiae (species)	Eukaryota	True
P86924	RLGM2_TRYBB	('6.5.1.3',)	('SSF56091',)	Evidence at protein level	RNA-editing ligase 2, mitochondrial (RNA ligase 2) (EC 6.5.1.3) (TbMP48)	REL2 KREL2 MP48	Trypanosoma brucei brucei	()	P86924;	2024-11-27	32	cellular organisms (no rank), Eukaryota (domain), Discoba (clade), Euglenozoa (phylum), Kinetoplastea (class), Metakinetoplastina (subclass), Trypanosomatida (order), Trypanosomatidae (family), Trypanosoma (genus), Trypanozoon (subgenus), Trypanosoma brucei (species)	Eukaryota	True
P86926	RLGM1_TRYBB	('6.5.1.3',)	('SSF56091',)	Evidence at protein level	RNA-editing ligase 1, mitochondrial (RNA ligase 1) (EC 6.5.1.3)	REL1	Trypanosoma brucei brucei	()	P86926;	2024-11-27	37	cellular organisms (no rank), Eukaryota (domain), Discoba (clade), Euglenozoa (phylum), Kinetoplastea (class), Metakinetoplastina (subclass), Trypanosomatida (order), Trypanosomatidae (family), Trypanosoma (genus), Trypanozoon (subgenus), Trypanosoma brucei (species)	Eukaryota	True
P86927	RLGM1_TRYB2	('6.5.1.3',)	('SSF56091',)	Evidence at protein level	RNA-editing ligase 1, mitochondrial (RNA ligase 1) (EC 6.5.1.3) (TbMP52)	REL1 MP52 Tb09.160.2970	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	('1XDN',)	P86927;	2025-02-05	60	cellular organisms (no rank), Eukaryota (domain), Discoba (clade), Euglenozoa (phylum), Kinetoplastea (class), Metakinetoplastina (subclass), Trypanosomatida (order), Trypanosomatidae (family), Trypanosoma (genus), Trypanozoon (subgenus), Trypanosoma brucei (species), Trypanosoma brucei brucei (subspecies)	Eukaryota	True
P90838	RTCB_CAEEL	('6.5.1.8',)	('SSF103365',)	Evidence at protein level	RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)	rtcb-1 F16A11.2	Caenorhabditis elegans	()	P90838;	2025-06-18	132	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Nematoda (phylum), Chromadorea (class), Rhabditida (order), Rhabditina (suborder), Rhabditomorpha (infraorder), Rhabditoidea (superfamily), Rhabditidae (family), Peloderinae (subfamily), Caenorhabditis (genus)	Eukaryota	True
P93028	UBE11_ARATH	('6.2.1.45',)	('SSF69572',)	Evidence at protein level	Ubiquitin-activating enzyme E1 1 (AtUBA1) (EC 6.2.1.45) (Protein MODIFIER OF SNC1 5)	UBA1 MOS5 At2g30110 T27E13.15	Arabidopsis thaliana (Mouse-ear cress)	()	P93028;	2025-06-18	175	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	Eukaryota	True
P95141	FAA29_MYCTU	('6.2.1.51',)	('SSF56801',)	Evidence at protein level	4-hydroxyphenylalkanoate adenylyltransferase (EC 6.2.1.51) (Acyl-AMP synthase) (FAAL29) (Long-chain-fatty-acid--AMP ligase FadD29) (FAAL)	fadD29 Rv2950c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	()	P95141;	2025-06-18	134	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycobacterium (genus), Mycobacterium tuberculosis complex (no rank), Mycobacterium tuberculosis (species)	Bacteria	True
P97494	GSH1_MOUSE	('6.3.2.2',)	('SSF55931',)	Evidence at protein level	Glutamate--cysteine ligase catalytic subunit (EC 6.3.2.2) (GCS heavy chain) (Gamma-ECS) (Gamma-glutamylcysteine synthetase)	Gclc Glclc	Mus musculus (Mouse)	()	P97494;	2025-06-18	181	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Euarchontoglires (superorder), Glires (clade), Rodentia (order), Myomorpha (suborder), Muroidea (clade), Muridae (family), Murinae (subfamily), Mus (genus), Mus (subgenus)	Eukaryota	True
